Week,30 Yr FRM,30 Yr fees &points,15 Yr FRM,15 Yr fees & points,5/1 ARM,5/1 ARM fees & points,5/1 ARM margin,30 Yr FRM 5/1 ARM spread
3/24/2000,8.23,1,7.84,0.9,,,,
3/31/2000,8.23,1,7.84,1,,,,
4/7/2000,8.2,1,7.83,1,,,,
4/14/2000,8.12,0.9,7.76,1,,,,
4/21/2000,8.16,1,7.82,1,,,,
4/28/2000,8.13,1,7.79,1,,,,
5/5/2000,8.28,1,7.94,1,,,,
5/12/2000,8.52,1,8.17,1,,,,
5/19/2000,8.64,1,8.31,1,,,,
5/26/2000,8.62,1,8.31,1,,,,
6/2/2000,8.54,0.9,8.24,0.9,,,,
6/9/2000,8.32,0.9,8.04,0.9,,,,
6/16/2000,8.22,1,7.91,0.9,,,,
6/23/2000,8.14,1,7.85,1,,,,
6/30/2000,8.22,0.9,7.92,1,,,,
7/7/2000,8.16,1,7.88,1,,,,
7/14/2000,8.09,0.9,7.8,0.9,,,,
7/21/2000,8.21,0.9,7.93,0.9,,,,
7/28/2000,8.13,0.9,7.85,0.9,,,,
8/4/2000,8.12,1,7.88,1,,,,
8/11/2000,8.04,0.9,7.75,1,,,,
8/18/2000,7.96,1,7.7,1,,,,
8/25/2000,7.99,1,7.72,1,,,,
9/1/2000,7.96,1,7.67,1,,,,
9/8/2000,7.94,1,7.65,1,,,,
9/15/2000,7.88,1,7.6,1,,,,
9/22/2000,7.9,1,7.57,1,,,,
9/29/2000,7.88,1,7.53,1,,,,
10/6/2000,7.83,1,7.5,1,,,,
10/13/2000,7.84,1,7.52,1,,,,
10/20/2000,7.83,0.9,7.5,0.9,,,,
10/27/2000,7.68,1,7.36,0.9,,,,
11/3/2000,7.73,0.9,7.41,0.9,,,,
11/10/2000,7.79,0.9,7.44,1,,,,
11/17/2000,7.73,0.9,7.41,0.9,,,,
11/24/2000,7.73,0.9,7.41,0.9,,,,
12/1/2000,7.65,0.9,7.35,0.9,,,,
12/8/2000,7.54,1,7.19,1,,,,
12/15/2000,7.42,0.9,7.11,0.9,,,,
12/22/2000,7.17,1,6.84,1,,,,
12/29/2000,7.13,1,6.79,0.9,,,,
1/5/2001,7.07,1,6.74,1,,,,
1/12/2001,6.89,0.9,6.49,0.9,,,,
1/19/2001,7.02,0.9,6.63,0.9,,,,
1/26/2001,7.15,0.8,6.7,0.8,,,,
2/2/2001,7.09,1,6.66,1,,,,
2/9/2001,6.98,1,6.6,1,,,,
2/16/2001,7.01,0.9,6.61,0.9,,,,
2/23/2001,7.12,0.9,6.69,0.8,,,,
3/2/2001,7.03,0.9,6.58,1,,,,
3/9/2001,6.97,0.9,6.52,1,,,,
3/16/2001,6.96,0.9,6.54,1,,,,
3/23/2001,6.89,1,6.44,1,,,,
3/30/2001,6.91,0.9,6.46,0.9,,,,
4/6/2001,7.01,0.9,6.54,1,,,,
4/13/2001,7.04,0.8,6.55,0.9,,,,
4/20/2001,7.14,0.9,6.66,1,,,,
4/27/2001,7.12,1,6.63,1,,,,
5/4/2001,7.14,0.9,6.66,1,,,,
5/11/2001,7.1,0.9,6.61,1,,,,
5/18/2001,7.14,1,6.67,1,,,,
5/25/2001,7.2,1,6.76,1,,,,
6/1/2001,7.24,0.9,6.78,0.9,,,,
6/8/2001,7.2,1,6.74,1,,,,
6/15/2001,7.14,0.9,6.7,1,,,,
6/22/2001,7.11,1,6.65,1,,,,
6/29/2001,7.11,1,6.63,1,,,,
7/6/2001,7.19,0.9,6.74,0.9,,,,
7/13/2001,7.21,0.9,6.76,0.9,,,,
7/20/2001,7.08,0.9,6.65,0.9,,,,
7/27/2001,7.03,0.9,6.58,0.9,,,,
8/3/2001,7,0.9,6.54,0.9,,,,
8/10/2001,7,0.9,6.54,0.9,,,,
8/17/2001,6.92,0.9,6.48,0.9,,,,
8/24/2001,6.91,0.9,6.47,0.9,,,,
8/31/2001,6.92,0.9,6.47,0.8,,,,
9/7/2001,6.89,0.9,6.44,0.9,,,,
9/14/2001,6.86,0.9,6.39,0.8,,,,
9/21/2001,6.8,0.9,6.3,0.9,,,,
9/28/2001,6.72,0.9,6.23,0.8,,,,
10/5/2001,6.64,0.8,6.11,0.8,,,,
10/12/2001,6.58,0.9,6.06,0.9,,,,
10/19/2001,6.61,0.9,6.09,0.9,,,,
10/26/2001,6.64,0.8,6.13,0.8,,,,
11/2/2001,6.56,0.9,6.04,0.8,,,,
11/9/2001,6.45,0.8,5.94,0.8,,,,
11/16/2001,6.51,0.8,5.98,0.8,,,,
11/23/2001,6.75,0.8,6.24,0.8,,,,
11/30/2001,7.02,0.7,6.53,0.7,,,,
12/7/2001,6.84,0.7,6.3,0.8,,,,
12/14/2001,7.09,0.8,6.57,0.8,,,,
12/21/2001,7.17,0.7,6.65,0.7,,,,
12/28/2001,7.16,0.8,6.65,0.7,,,,
1/4/2002,7.14,0.8,6.62,0.8,,,,
1/11/2002,7.06,0.8,6.55,0.7,,,,
1/18/2002,6.83,0.7,6.31,0.7,,,,
1/25/2002,6.96,0.7,6.44,0.7,,,,
2/1/2002,7.02,0.7,6.51,0.7,,,,
2/8/2002,6.88,0.7,6.36,0.7,,,,
2/15/2002,6.86,0.7,6.35,0.7,,,,
2/22/2002,6.81,0.7,6.28,0.7,,,,
3/1/2002,6.8,0.7,6.28,0.7,,,,
3/8/2002,6.87,0.7,6.37,0.7,,,,
3/15/2002,7.08,0.7,6.59,0.7,,,,
3/22/2002,7.14,0.7,6.65,0.7,,,,
3/29/2002,7.18,0.7,6.69,0.7,,,,
4/5/2002,7.13,0.7,6.64,0.7,,,,
4/12/2002,6.99,0.8,6.49,0.8,,,,
4/19/2002,6.94,0.7,6.42,0.7,,,,
4/26/2002,6.88,0.7,6.35,0.7,,,,
5/3/2002,6.78,0.7,6.26,0.7,,,,
5/10/2002,6.79,0.7,6.27,0.7,,,,
5/17/2002,6.89,0.7,6.37,0.8,,,,
5/24/2002,6.81,0.7,6.28,0.7,,,,
5/31/2002,6.76,0.8,6.22,0.8,,,,
6/7/2002,6.71,0.7,6.18,0.7,,,,
6/14/2002,6.71,0.7,6.17,0.6,,,,
6/21/2002,6.63,0.5,6.08,0.5,,,,
6/28/2002,6.55,0.5,5.99,0.5,,,,
7/5/2002,6.57,0.5,6.03,0.5,,,,
7/12/2002,6.54,0.5,6,0.5,,,,
7/19/2002,6.49,0.6,5.93,0.5,,,,
7/26/2002,6.34,0.6,5.76,0.5,,,,
8/2/2002,6.43,0.6,5.84,0.6,,,,
8/9/2002,6.31,0.6,5.69,0.6,,,,
8/16/2002,6.22,0.6,5.63,0.5,,,,
8/23/2002,6.27,0.7,5.71,0.7,,,,
8/30/2002,6.22,0.7,5.64,0.7,,,,
9/6/2002,6.15,0.6,5.56,0.6,,,,
9/13/2002,6.18,0.6,5.59,0.6,,,,
9/20/2002,6.05,0.7,5.47,0.7,,,,
9/27/2002,5.99,0.6,5.41,0.6,,,,
10/4/2002,6.01,0.5,5.4,0.5,,,,
10/11/2002,5.98,0.6,5.34,0.6,,,,
10/18/2002,6.15,0.5,5.56,0.5,,,,
10/25/2002,6.31,0.6,5.7,0.6,,,,
11/1/2002,6.13,0.6,5.51,0.6,,,,
11/8/2002,6.11,0.6,5.48,0.6,,,,
11/15/2002,5.94,0.6,5.32,0.6,,,,
11/22/2002,6.03,0.6,5.44,0.6,,,,
11/29/2002,6.13,0.6,5.57,0.5,,,,
12/6/2002,6.19,0.5,5.6,0.6,,,,
12/13/2002,6.04,0.5,5.46,0.5,,,,
12/20/2002,6.03,0.6,5.42,0.6,,,,
12/27/2002,5.93,0.6,5.32,0.6,,,,
1/3/2003,5.85,0.6,5.24,0.6,,,,
1/10/2003,5.95,0.5,5.33,0.6,,,,
1/17/2003,5.97,0.6,5.36,0.6,,,,
1/24/2003,5.91,0.6,5.31,0.6,,,,
1/31/2003,5.9,0.6,5.28,0.6,,,,
2/7/2003,5.88,0.7,5.27,0.6,,,,
2/14/2003,5.86,0.6,5.26,0.6,,,,
2/21/2003,5.84,0.6,5.21,0.6,,,,
2/28/2003,5.79,0.6,5.14,0.6,,,,
3/7/2003,5.67,0.6,5.01,0.6,,,,
3/14/2003,5.61,0.6,4.93,0.5,,,,
3/21/2003,5.79,0.6,5.11,0.6,,,,
3/28/2003,5.91,0.6,5.21,0.6,,,,
4/4/2003,5.79,0.6,5.06,0.6,,,,
4/11/2003,5.85,0.6,5.17,0.6,,,,
4/18/2003,5.82,0.6,5.12,0.6,,,,
4/25/2003,5.79,0.6,5.12,0.6,,,,
5/2/2003,5.7,0.6,5.03,0.6,,,,
5/9/2003,5.62,0.7,4.97,0.7,,,,
5/16/2003,5.45,0.6,4.84,0.7,,,,
5/23/2003,5.34,0.7,4.73,0.7,,,,
5/30/2003,5.31,0.6,4.73,0.6,,,,
6/6/2003,5.26,0.5,4.66,0.5,,,,
6/13/2003,5.21,0.5,4.6,0.5,,,,
6/20/2003,5.21,0.6,4.62,0.6,,,,
6/27/2003,5.24,0.6,4.63,0.6,,,,
7/4/2003,5.4,0.5,4.75,0.5,,,,
7/11/2003,5.52,0.6,4.85,0.6,,,,
7/18/2003,5.67,0.5,5,0.5,,,,
7/25/2003,5.94,0.4,5.27,0.5,,,,
8/1/2003,6.14,0.5,5.44,0.5,,,,
8/8/2003,6.34,0.7,5.66,0.7,,,,
8/15/2003,6.24,0.7,5.58,0.7,,,,
8/22/2003,6.28,0.8,5.6,0.8,,,,
8/29/2003,6.32,0.7,5.66,0.7,,,,
9/5/2003,6.44,0.6,5.77,0.6,,,,
9/12/2003,6.16,0.6,5.46,0.6,,,,
9/19/2003,6.01,0.5,5.3,0.5,,,,
9/26/2003,5.98,0.6,5.3,0.5,,,,
10/3/2003,5.77,0.6,5.1,0.6,,,,
10/10/2003,5.95,0.6,5.26,0.6,,,,
10/17/2003,6.05,0.5,5.36,0.5,,,,
10/24/2003,6.05,0.7,5.39,0.7,,,,
10/31/2003,5.94,0.6,5.26,0.6,,,,
11/7/2003,5.98,0.7,5.31,0.7,,,,
11/14/2003,6.03,0.6,5.39,0.6,,,,
11/21/2003,5.83,0.6,5.17,0.7,,,,
11/28/2003,5.89,0.6,5.22,0.6,,,,
12/5/2003,6.02,0.6,5.36,0.6,,,,
12/12/2003,5.88,0.7,5.24,0.6,,,,
12/19/2003,5.82,0.7,5.14,0.7,,,,
12/26/2003,5.81,0.7,5.13,0.6,,,,
12/31/2003,5.85,0.7,5.15,0.7,,,,
1/8/2004,5.87,0.7,5.17,0.7,,,,
1/15/2004,5.66,0.6,4.97,0.7,,,,
1/22/2004,5.64,0.6,4.95,0.6,,,,
1/29/2004,5.68,0.7,4.97,0.7,,,,
2/5/2004,5.72,0.6,5.03,0.6,,,,
2/12/2004,5.66,0.7,4.96,0.7,,,,
2/19/2004,5.58,0.6,4.87,0.6,,,,
2/26/2004,5.58,0.7,4.89,0.7,,,,
3/4/2004,5.59,0.7,4.88,0.7,,,,
3/11/2004,5.41,0.6,4.69,0.7,,,,
3/18/2004,5.38,0.7,4.69,0.7,,,,
3/25/2004,5.4,0.7,4.7,0.7,,,,
4/1/2004,5.52,0.6,4.84,0.6,,,,
4/8/2004,5.79,0.7,5.12,0.7,,,,
4/15/2004,5.89,0.6,5.23,0.6,,,,
4/22/2004,5.94,0.7,5.25,0.7,,,,
4/29/2004,6.01,0.7,5.35,0.6,,,,
5/6/2004,6.12,0.7,5.47,0.7,,,,
5/13/2004,6.34,0.7,5.72,0.7,,,,
5/20/2004,6.3,0.7,5.67,0.7,,,,
5/27/2004,6.32,0.6,5.69,0.6,,,,
6/3/2004,6.28,0.7,5.63,0.7,,,,
6/10/2004,6.3,0.7,5.67,0.7,,,,
6/17/2004,6.32,0.5,5.7,0.5,,,,
6/24/2004,6.25,0.6,5.64,0.6,,,,
7/1/2004,6.21,0.6,5.62,0.6,,,,
7/8/2004,6.01,0.6,5.42,0.6,,,,
7/15/2004,6,0.6,5.4,0.6,,,,
7/22/2004,5.98,0.6,5.39,0.6,,,,
7/29/2004,6.08,0.6,5.49,0.6,,,,
8/5/2004,5.99,0.7,5.4,0.6,,,,
8/12/2004,5.85,0.6,5.24,0.6,,,,
8/19/2004,5.81,0.7,5.19,0.6,,,,
8/26/2004,5.82,0.7,5.21,0.6,,,,
9/2/2004,5.77,0.8,5.15,0.7,,,,
9/9/2004,5.83,0.8,5.22,0.8,,,,
9/16/2004,5.75,0.8,5.13,0.8,,,,
9/23/2004,5.7,0.7,5.1,0.7,,,,
9/30/2004,5.72,0.6,5.12,0.6,,,,
10/7/2004,5.82,0.6,5.24,0.6,,,,
10/14/2004,5.74,0.6,5.14,0.6,,,,
10/21/2004,5.69,0.7,5.07,0.6,,,,
10/28/2004,5.64,0.7,5.01,0.7,,,,
11/4/2004,5.7,0.6,5.08,0.6,,,,
11/11/2004,5.76,0.7,5.16,0.7,,,,
11/18/2004,5.74,0.6,5.15,0.6,,,,
11/24/2004,5.72,0.6,5.15,0.6,,,,
12/2/2004,5.81,0.6,5.23,0.6,,,,
12/9/2004,5.71,0.7,5.14,0.6,,,,
12/16/2004,5.68,0.6,5.11,0.6,,,,
12/22/2004,5.75,0.6,5.18,0.6,,,,
12/29/2004,5.81,0.6,5.23,0.6,,,,
1/6/2005,5.77,0.7,5.21,0.6,5.03,0.5,2.78,
1/13/2005,5.74,0.6,5.19,0.6,5.05,0.5,2.79,
1/20/2005,5.67,0.7,5.15,0.7,5.05,0.6,2.79,
1/27/2005,5.66,0.6,5.14,0.6,5.02,0.6,2.79,
2/3/2005,5.63,0.7,5.14,0.7,5,0.6,2.79,
2/10/2005,5.57,0.8,5.1,0.7,4.99,0.7,2.8,
2/17/2005,5.62,0.7,5.14,0.7,5.05,0.7,2.79,
2/24/2005,5.69,0.7,5.22,0.7,5.05,0.8,2.78,
3/3/2005,5.79,0.7,5.33,0.6,5.17,0.7,2.79,
3/10/2005,5.85,0.6,5.38,0.6,5.22,0.6,2.79,
3/17/2005,5.95,0.7,5.47,0.7,5.31,0.7,2.78,
3/24/2005,6.01,0.7,5.56,0.7,5.35,0.7,2.79,
3/31/2005,6.04,0.7,5.58,0.7,5.43,0.7,2.77,
4/7/2005,5.93,0.7,5.48,0.7,5.33,0.7,2.78,
4/14/2005,5.91,0.7,5.46,0.7,5.31,0.7,2.79,
4/21/2005,5.8,0.5,5.36,0.5,5.22,0.6,2.79,
4/28/2005,5.78,0.6,5.33,0.6,5.2,0.5,2.78,
5/5/2005,5.75,0.6,5.31,0.6,5.16,0.6,2.79,
5/12/2005,5.77,0.5,5.33,0.6,5.21,0.6,2.79,
5/19/2005,5.71,0.7,5.27,0.7,5.07,0.7,2.78,
5/26/2005,5.65,0.6,5.21,0.6,5.07,0.7,2.8,
6/2/2005,5.62,0.6,5.2,0.6,5.1,0.5,2.79,
6/9/2005,5.56,0.6,5.14,0.5,5.01,0.5,2.79,
6/16/2005,5.63,0.5,5.22,0.5,5.1,0.5,2.79,
6/23/2005,5.57,0.6,5.16,0.6,5.05,0.6,2.79,
6/30/2005,5.53,0.6,5.12,0.6,5.06,0.6,2.78,
7/7/2005,5.62,0.6,5.2,0.7,5.19,0.7,2.8,
7/14/2005,5.66,0.6,5.25,0.6,5.15,0.7,2.78,
7/21/2005,5.73,0.4,5.32,0.4,5.26,0.5,2.77,
7/28/2005,5.77,0.5,5.34,0.5,5.27,0.6,2.78,
8/4/2005,5.82,0.6,5.38,0.6,5.3,0.7,2.79,
8/11/2005,5.89,0.5,5.47,0.6,5.4,0.6,2.79,
8/18/2005,5.8,0.5,5.4,0.5,5.34,0.6,2.79,
8/25/2005,5.77,0.5,5.35,0.6,5.3,0.6,2.8,
9/1/2005,5.71,0.6,5.32,0.5,5.3,0.6,2.79,
9/8/2005,5.71,0.6,5.3,0.6,5.24,0.6,2.79,
9/15/2005,5.74,0.6,5.32,0.6,5.26,0.6,2.78,
9/22/2005,5.8,0.6,5.37,0.7,5.31,0.8,2.77,
9/29/2005,5.91,0.5,5.48,0.5,5.44,0.5,2.78,
10/6/2005,5.98,0.5,5.54,0.5,5.48,0.6,2.77,
10/13/2005,6.03,0.6,5.62,0.6,5.57,0.7,2.79,
10/20/2005,6.1,0.5,5.65,0.6,5.59,0.7,2.78,
10/27/2005,6.15,0.5,5.69,0.5,5.63,0.6,2.78,
11/3/2005,6.31,0.5,5.85,0.5,5.76,0.5,2.79,
11/10/2005,6.36,0.5,5.89,0.6,5.81,0.6,2.77,
11/17/2005,6.37,0.6,5.9,0.6,5.86,0.6,2.78,
11/23/2005,6.28,0.6,5.81,0.6,5.75,0.8,2.79,
12/1/2005,6.26,0.5,5.81,0.5,5.76,0.6,2.79,
12/8/2005,6.32,0.6,5.87,0.6,5.78,0.7,2.78,
12/15/2005,6.3,0.5,5.85,0.5,5.77,0.5,2.78,
12/22/2005,6.26,0.6,5.79,0.6,5.82,0.7,2.75,
12/29/2005,6.22,0.5,5.76,0.6,5.79,0.6,2.77,
1/5/2006,6.21,0.5,5.76,0.5,5.78,0.7,2.78,
1/12/2006,6.15,0.6,5.71,0.6,5.76,0.5,2.78,
1/19/2006,6.1,0.5,5.67,0.5,5.75,0.6,2.78,
1/26/2006,6.12,0.5,5.7,0.5,5.75,0.6,2.78,
2/2/2006,6.23,0.5,5.81,0.5,5.87,0.5,2.78,
2/9/2006,6.24,0.6,5.83,0.6,5.89,0.7,2.78,
2/16/2006,6.28,0.5,5.91,0.5,5.95,0.5,2.78,
2/23/2006,6.26,0.6,5.89,0.6,5.96,0.6,2.77,
3/2/2006,6.24,0.6,5.89,0.6,5.97,0.6,2.78,
3/9/2006,6.37,0.6,6,0.6,6.03,0.7,2.78,
3/16/2006,6.34,0.7,5.98,0.7,5.93,0.7,2.79,
3/23/2006,6.32,0.6,5.97,0.6,5.96,0.7,2.79,
3/30/2006,6.35,0.5,6,0.5,6.02,0.6,2.78,
4/6/2006,6.43,0.6,6.1,0.5,6.11,0.6,2.77,
4/13/2006,6.49,0.6,6.14,0.5,6.13,0.7,2.78,
4/20/2006,6.53,0.6,6.17,0.5,6.16,0.8,2.77,
4/27/2006,6.58,0.5,6.21,0.5,6.21,0.6,2.78,
5/4/2006,6.59,0.6,6.22,0.6,6.21,0.7,2.8,
5/11/2006,6.58,0.5,6.17,0.5,6.22,0.5,2.77,
5/18/2006,6.6,0.5,6.2,0.5,6.23,0.5,2.78,
5/25/2006,6.62,0.4,6.23,0.4,6.21,0.6,2.76,
6/1/2006,6.67,0.4,6.26,0.4,6.26,0.5,2.77,
6/8/2006,6.62,0.5,6.23,0.5,6.2,0.5,2.76,
6/15/2006,6.63,0.5,6.25,0.6,6.23,0.5,2.77,
6/22/2006,6.71,0.5,6.36,0.5,6.32,0.6,2.77,
6/29/2006,6.78,0.5,6.43,0.5,6.39,0.5,2.76,
7/6/2006,6.79,0.5,6.44,0.5,6.39,0.6,2.75,
7/13/2006,6.74,0.6,6.37,0.4,6.33,0.5,2.75,
7/20/2006,6.8,0.5,6.41,0.4,6.36,0.6,2.75,
7/27/2006,6.72,0.3,6.34,0.4,6.35,0.4,2.75,
8/3/2006,6.63,0.3,6.27,0.3,6.27,0.4,2.75,
8/10/2006,6.55,0.4,6.2,0.4,6.21,0.4,2.76,
8/17/2006,6.52,0.3,6.2,0.3,6.18,0.4,2.77,
8/24/2006,6.48,0.4,6.18,0.4,6.14,0.5,2.77,
8/31/2006,6.44,0.4,6.14,0.4,6.11,0.5,2.76,
9/7/2006,6.47,0.4,6.16,0.4,6.14,0.5,2.76,
9/14/2006,6.43,0.5,6.11,0.4,6.1,0.6,2.76,
9/21/2006,6.4,0.5,6.06,0.5,6.08,0.5,2.76,
9/28/2006,6.31,0.4,5.98,0.4,6,0.5,2.76,
10/5/2006,6.3,0.3,5.98,0.4,6,0.5,2.76,
10/12/2006,6.37,0.5,6.06,0.5,6.1,0.6,2.76,
10/19/2006,6.36,0.5,6.06,0.5,6.11,0.5,2.76,
10/26/2006,6.4,0.4,6.1,0.4,6.14,0.6,2.75,
11/2/2006,6.31,0.4,6.02,0.4,6.05,0.5,2.76,
11/9/2006,6.33,0.6,6.04,0.6,6.08,0.7,2.76,
11/16/2006,6.24,0.5,5.94,0.5,6.04,0.5,2.76,
11/22/2006,6.18,0.5,5.91,0.5,5.99,0.6,2.77,
11/30/2006,6.14,0.4,5.87,0.4,5.95,0.5,2.75,
12/7/2006,6.11,0.5,5.84,0.5,5.92,0.5,2.76,
12/14/2006,6.12,0.4,5.86,0.5,5.92,0.6,2.76,
12/21/2006,6.13,0.4,5.89,0.4,5.96,0.5,2.76,
12/28/2006,6.18,0.4,5.93,0.4,5.98,0.5,2.76,
1/4/2007,6.18,0.4,5.94,0.4,6.02,0.4,2.76,
1/11/2007,6.21,0.4,5.96,0.4,6.03,0.5,2.76,
1/18/2007,6.23,0.4,5.98,0.4,6.04,0.4,2.76,
1/25/2007,6.25,0.4,5.98,0.4,6,0.5,2.76,
2/1/2007,6.34,0.4,6.06,0.4,6.04,0.6,2.76,
2/8/2007,6.28,0.3,6.02,0.3,5.99,0.4,2.75,
2/15/2007,6.3,0.4,6.03,0.4,6.01,0.5,2.76,
2/22/2007,6.22,0.5,5.97,0.5,5.96,0.5,2.77,
3/1/2007,6.18,0.4,5.92,0.5,5.93,0.6,2.75,
3/8/2007,6.14,0.5,5.86,0.5,5.9,0.5,2.75,
3/15/2007,6.14,0.4,5.88,0.4,5.9,0.6,2.76,
3/22/2007,6.16,0.4,5.9,0.4,5.91,0.6,2.76,
3/29/2007,6.16,0.4,5.86,0.4,5.88,0.5,2.77,
4/5/2007,6.17,0.4,5.87,0.5,5.92,0.6,2.76,
4/12/2007,6.22,0.4,5.9,0.4,5.93,0.5,2.77,
4/19/2007,6.17,0.5,5.89,0.5,5.92,0.6,2.77,
4/26/2007,6.16,0.5,5.87,0.5,5.88,0.7,2.77,
5/3/2007,6.16,0.5,5.87,0.5,5.87,0.6,2.76,
5/10/2007,6.15,0.5,5.87,0.5,5.89,0.6,2.76,
5/17/2007,6.21,0.4,5.92,0.4,5.92,0.5,2.77,
5/24/2007,6.37,0.4,6.06,0.4,6.02,0.5,2.79,
5/31/2007,6.42,0.4,6.12,0.4,6.19,0.5,2.77,
6/7/2007,6.53,0.4,6.22,0.4,6.24,0.6,2.76,
6/14/2007,6.74,0.4,6.43,0.4,6.37,0.5,2.76,
6/21/2007,6.69,0.5,6.37,0.5,6.31,0.6,2.76,
6/28/2007,6.67,0.4,6.34,0.4,6.3,0.5,2.74,
7/5/2007,6.63,0.4,6.3,0.4,6.29,0.4,2.75,
7/12/2007,6.73,0.4,6.39,0.4,6.35,0.5,2.77,
7/19/2007,6.73,0.4,6.38,0.4,6.35,0.5,2.77,
7/26/2007,6.69,0.4,6.37,0.4,6.3,0.4,2.76,
8/2/2007,6.68,0.3,6.32,0.3,6.29,0.5,2.76,
8/9/2007,6.59,0.4,6.25,0.4,6.33,0.5,2.77,
